City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,kuybyshev,55.4475,78.3218,13.56,90,10,2.51,RU,1724859912
289,les cayes,18.2,-73.75,31.27,63,44,5.08,HT,1724859914
290,aweil,8.7682,27.4002,23.19,92,100,0.75,SS,1724859915
291,utrik,11.2278,169.8474,28.22,77,64,5.53,MH,1724859916
292,kongolo,-5.3833,27.0,32.82,31,34,1.62,CD,1724859917
293,santa terezinha,-29.9002,-50.0904,14.98,75,24,6.25,BR,1724859918
294,lata,40.1629,-8.3327,27.49,47,51,6.09,PT,1724859919
295,rabaul,-4.1967,152.1721,26.24,84,84,5.21,PG,1724859920
296,bardai,11.65,7.2333,24.72,84,92,3.61,NG,1724859922
297,akhtubinsk,48.2795,46.1722,27.64,24,29,4.51,RU,1724859924
298,rongelap,11.1635,166.8941,28.34,77,100,4.15,MH,1724859925
299,vennesla,58.2694,7.9741,20.97,59,0,2.57,NO,1724859926
300,hassi messaoud,31.6804,6.0729,39.92,14,0,2.06,DZ,1724859927
301,nuuk,64.1835,-51.7216,7.34,87,100,12.86,GL,1724859675
302,illizi,26.4833,8.4667,40.82,10,2,5.36,DZ,1724859929
303,kabansk,52.0486,106.6528,13.01,95,97,3.15,RU,1724859930
304,mount pearl,47.5166,-52.7813,23.58,69,75,8.23,CA,1724859931
305,ulsteinvik,62.3432,5.8487,19.5,79,88,2.24,NO,1724859933
306,lang son,21.8333,106.7333,26.34,82,83,1.21,VN,1724859934
307,fale old settlement,-9.3852,-171.2468,27.99,73,0,6.76,TK,1724859935
308,cabedelo,-6.9811,-34.8339,28.37,68,43,8.96,BR,1724859936
309,coquimbo,-29.9533,-71.3436,13.85,82,100,1.54,CL,1724859797
310,pandan,14.0453,124.1694,27.05,84,100,3.53,PH,1724859938
311,clifton,40.8584,-74.1638,31.28,60,0,4.12,US,1724859852
312,oak hill,37.9723,-81.1487,29.58,43,4,1.81,US,1724859692
313,sanctuary point,-35.1114,150.629,15.05,39,87,4.96,AU,1724859941
314,gwadar,25.1216,62.3254,27.53,82,99,4.0,PK,1724859943
315,kulhudhuffushi,6.6221,73.07,28.43,76,100,3.53,MV,1724859944
316,dunedin,-45.8742,170.5036,10.45,74,0,0.45,NZ,1724859945
317,kisoro,-1.2854,29.685,19.11,67,77,0.21,UG,1724859946
318,muroto-misakicho,33.2833,134.15,27.68,83,100,5.76,JP,1724859947
319,lihue,21.9789,-159.3672,21.87,95,19,3.89,US,1724859764
320,prince rupert,54.3161,-130.3201,12.05,93,100,6.17,CA,1724859881
321,nizhniy ingash,56.2,96.53,12.28,97,100,3.28,RU,1724859950
322,majuro,7.0897,171.3803,27.98,78,100,3.6,MH,1724859951
323,fort-shevchenko,44.5086,50.263,27.75,30,0,6.96,KZ,1724859953
324,katsuura,35.1333,140.3,26.31,86,100,2.41,JP,1724859955
325,papao,-17.75,-149.55,23.82,73,14,3.04,PF,1724859956
326,jaffna,9.6685,80.0074,28.02,82,100,7.59,LK,1724859957
327,safotu,-13.4513,-172.4018,26.29,81,22,3.2,WS,1724859958
328,karonga,-9.9333,33.9333,24.88,70,21,1.39,MW,1724859959
329,dongdu,35.85,117.7,20.48,86,40,1.36,CN,1724859960
330,minas de matahambre,22.5887,-83.9447,31.18,60,94,2.69,CU,1724859962
331,chegdomyn,51.1167,133.0167,15.65,94,99,2.6,RU,1724859963
332,kadnikov,59.5022,40.338,16.26,66,19,1.98,RU,1724859964
333,sinabang,2.4803,96.3801,26.01,82,96,1.96,ID,1724859965
334,tual,-5.6667,132.75,25.64,85,73,8.64,ID,1724859966
335,bontang,0.1333,117.5,25.36,90,99,4.19,ID,1724859967
336,klaeng,12.7797,101.6483,26.03,88,100,4.3,TH,1724859968
337,canton,23.1167,113.25,32.32,60,100,2.45,CN,1724859744
338,kristiansund,63.1115,7.732,17.36,82,75,1.54,NO,1724859970
339,kailua-kona,19.6406,-155.9956,23.98,83,0,3.09,US,1724859971
340,kayangel,8.0823,134.7173,28.24,77,100,3.09,PW,1724859973
341,labuan bajo,-8.4964,119.8877,24.36,79,41,1.35,ID,1724859974
342,ciudad bolivar,8.1222,-63.5497,30.33,61,56,2.48,VE,1724859851
343,urengoy,65.9667,78.3667,15.83,67,86,1.9,RU,1724859594
344,port moresby,-9.4431,147.1797,24.68,83,75,2.57,PG,1724859940
345,nova vicosa,-17.8919,-39.3719,24.52,62,34,5.79,BR,1724859978
346,qianzhou,28.3167,109.7167,22.21,86,19,0.77,CN,1724859980
347,badger,64.8,-147.5333,9.34,93,75,0.0,US,1724859887
348,lebu,-37.6167,-73.65,11.42,62,28,6.71,CL,1724859752
349,changping,40.2186,116.2197,22.0,80,13,1.33,CN,1724859983
350,vadso,70.0744,29.7487,13.09,67,75,1.54,NO,1724859984
351,plettenberg bay,-34.0527,23.3716,10.23,56,67,9.09,ZA,1724859985
352,amahai,-3.3333,128.9167,24.84,85,100,3.4,ID,1724859986
353,belokurikha,51.9959,84.9896,12.46,82,51,1.38,RU,1724859988
354,hechuan,29.9947,106.2572,33.15,51,46,3.25,CN,1724859989
355,miri,4.4148,114.0089,26.08,94,40,0.0,MY,1724859990
356,salmon arm,50.6998,-119.3024,15.73,93,63,1.03,CA,1724859991
357,colonia,50.9333,6.95,31.65,35,0,4.12,DE,1724859938
358,price,39.5994,-110.8107,19.59,32,0,1.54,US,1724859993
359,usinsk,65.9939,57.5281,14.54,56,98,6.77,RU,1724859994
360,paradip garh,20.3167,86.6167,27.0,86,100,2.85,IN,1724859995
361,novato,38.1074,-122.5697,19.73,71,0,0.89,US,1724859997
362,mili,6.0815,171.735,28.8,71,84,4.59,MH,1724859999
363,pathein,16.7833,94.7333,25.42,93,92,2.75,MM,1724860001
364,george town,5.4112,100.3354,27.75,92,40,0.51,MY,1724860002
365,odessa,46.4775,30.7326,24.14,73,7,5.4,UA,1724860003
366,alvaraes,-3.2208,-64.8042,29.93,29,66,1.8,BR,1724859757
367,hithadhoo,-0.6,73.0833,28.69,74,96,4.26,MV,1724860005
368,xilin hot,43.9667,116.0333,18.32,50,92,2.55,CN,1724860006
369,narasannapeta,18.4167,84.05,26.28,88,100,2.36,IN,1724860008
370,khouribga,32.9333,-6.6,31.26,29,0,5.55,MA,1724860009
371,dzhalagash,45.0833,64.6667,21.92,35,18,5.17,KZ,1724859848
372,nantucket,41.2835,-70.0995,24.06,78,0,7.72,US,1724860011
373,uruacu,-14.5247,-49.1408,34.92,20,0,4.13,BR,1724860012
374,sabang,5.8933,95.3214,28.92,71,91,8.65,ID,1724860013
375,cedar city,37.6775,-113.0619,26.33,30,0,2.57,US,1724860014
376,guelph,43.5501,-80.2497,23.27,88,75,2.06,CA,1724859688
377,palikir - national government center,6.9248,158.1611,24.41,94,100,1.54,FM,1724860016
378,sherbakul',54.6316,72.3963,15.94,68,42,2.2,RU,1724860018
379,east london,-33.0153,27.9116,13.52,58,0,11.83,ZA,1724860019
380,antsiranana,-12.2787,49.2917,24.42,60,20,11.32,MG,1724860020
381,fortuna,40.5982,-124.1573,12.51,100,0,0.0,US,1724859888
382,maksatikha,57.797,35.8825,18.31,66,61,1.35,RU,1724860022
383,ust-nera,64.5667,143.2,4.0,93,100,2.62,RU,1724859850
384,chernyshevskiy,63.0128,112.4714,6.99,90,94,0.77,RU,1724860024
385,noosa heads,-26.3833,153.15,18.59,89,4,6.53,AU,1724860025
386,palembang,-2.9167,104.7458,27.05,83,20,1.54,ID,1724859842
387,barcelos,41.5388,-8.6151,22.5,72,100,4.97,PT,1724860028
388,song cau,13.45,109.2167,24.81,91,90,2.85,VN,1724860029
389,charlotte amalie,18.3419,-64.9307,31.85,62,40,4.12,VI,1724860030
390,labuan,5.2767,115.2417,27.2,88,20,0.51,MY,1724860031
391,greymouth,-42.4667,171.2,9.32,96,90,4.19,NZ,1724860032
392,kijang,35.2442,129.2139,24.85,88,88,7.73,KR,1724860033
393,general mosconi,-23.1851,-62.303,25.54,21,100,2.83,AR,1724860034
394,chongwe,-15.3292,28.682,26.37,18,8,1.94,ZM,1724860035
395,plastun,44.7561,136.2939,14.94,94,27,1.8,RU,1724860037
396,gebeit,21.0667,36.3167,35.61,29,32,1.35,SD,1724860038
397,salalah,17.0151,54.0924,26.05,89,100,1.54,OM,1724860039
398,labrador city,52.9463,-66.9114,8.95,87,100,8.23,CA,1724859913
399,sao jose da coroa grande,-8.8978,-35.1478,26.59,65,29,6.55,BR,1724860042
400,gejiu,23.306,103.1635,16.55,88,100,0.62,CN,1724860043
401,nguigmi,14.2495,13.1092,34.68,37,80,5.74,NE,1724860044
402,caconda,-13.7333,15.0667,29.22,7,35,0.41,AO,1724860045
403,kilindoni,-7.9139,39.6668,25.2,80,6,6.2,TZ,1724860046
404,monticello,45.3055,-93.7941,18.35,89,100,2.06,US,1724860048
405,okahao,-17.885,15.0667,30.63,8,0,1.75,NA,1724860049
406,tralee,52.2704,-9.7026,17.14,72,40,6.69,IE,1724860050
407,na wa,17.4897,104.1006,25.56,87,17,2.0,TH,1724860051
408,fada,7.25,4.0667,27.53,78,100,2.65,NG,1724860052
409,graaff-reinet,-32.2522,24.5308,10.51,34,99,8.4,ZA,1724860053
410,colares,38.7992,-9.4469,24.55,71,40,11.32,PT,1724860054
411,eyl,7.9803,49.8164,26.64,73,79,11.57,SO,1724860055
412,recani,31.2846,-4.2688,40.85,7,0,5.18,MA,1724860056
413,kormend,47.011,16.606,33.39,26,10,1.44,HU,1724860058
414,vilyuysk,63.7553,121.6247,4.95,62,23,2.26,RU,1724859827
415,kot malik barkhurdar,30.1944,66.993,25.58,55,99,3.3,PK,1724860060
416,luang prabang,19.8856,102.1347,22.89,96,62,0.72,LA,1724860061
417,belgrade,44.804,20.4651,32.81,31,0,3.6,RS,1724859865
418,puerto cabezas,14.0351,-83.3888,30.98,79,75,2.06,NI,1724860063
419,choibalsan,48.0667,114.5,17.59,51,78,1.87,MN,1724860065
420,fort st. john,56.2499,-120.8529,6.94,100,0,3.09,CA,1724860001
421,antofagasta,-23.65,-70.4,13.6,74,13,4.08,CL,1724859875
422,greencastle,39.6445,-86.8647,28.03,69,0,3.6,US,1724860060
423,alvorada,-12.48,-49.1247,36.42,19,5,5.09,BR,1724860070
424,lubango,-14.9172,13.4925,26.32,11,7,1.62,AO,1724860071
425,nadym,65.5333,72.5167,15.25,74,31,4.8,RU,1724860072
426,tangalle,6.024,80.7911,26.79,82,100,4.9,LK,1724860073
427,dul'durga,50.6761,113.5931,17.78,45,100,4.04,RU,1724860074
428,guaruja,-23.9931,-46.2564,21.61,26,20,4.12,BR,1724859813
429,majene,-3.5403,118.9707,24.12,78,95,4.91,ID,1724860076
430,belyy yar,53.6039,91.3903,15.94,77,0,0.0,RU,1724860078
431,ashland,40.8167,-82.2665,30.45,59,28,3.23,US,1724860079
432,rio claro,-22.4114,-47.5614,27.05,33,4,0.74,BR,1724859875
433,dhanwar,24.4167,85.9833,26.34,84,98,1.37,IN,1724860081
434,chernyanka,50.9409,37.8069,26.69,25,65,3.35,RU,1724860082
435,ares,-6.1944,-35.1603,28.29,58,60,8.23,BR,1724860083
436,hirado,33.3597,129.5531,25.98,87,100,15.61,JP,1724860084
437,ust'-kulom,61.6864,53.6902,16.01,69,73,4.33,RU,1724860086
438,thompson,55.7435,-97.8558,16.09,63,40,3.6,CA,1724860087
439,nizhny tagil,57.9194,59.965,18.29,91,100,5.5,RU,1724859886
440,gobabis,-22.45,18.9667,24.87,11,0,5.23,NA,1724860089
441,puerto deseado,-47.7503,-65.8938,10.12,45,73,10.94,AR,1724860090
442,nema,57.5067,50.5011,18.51,73,27,3.48,RU,1724860091
443,inhambane,-23.865,35.3833,25.99,88,0,9.39,MZ,1724860092
444,praya,14.9215,-23.5087,30.3,66,40,4.12,CV,1724860093
445,gainesville,29.6516,-82.3248,32.68,68,2,0.45,US,1724860095
446,torghay,49.6339,63.4981,20.13,36,0,4.05,KZ,1724860096
447,pacific grove,36.6177,-121.9166,13.06,88,0,0.0,US,1724860097
448,bhag,29.0415,67.8239,30.15,66,100,6.97,PK,1724860098
449,glennville,31.9366,-81.9285,31.51,56,0,1.05,US,1724860099
450,koungheul,13.9833,-14.8,29.74,75,100,6.53,SN,1724860100
451,sacueni,47.35,22.1,30.93,31,62,4.12,RO,1724860101
452,peterhead,57.5058,-1.7981,13.53,96,100,8.97,GB,1724860102
453,wewak,-3.5534,143.6268,26.1,88,36,3.34,PG,1724860103
454,chibougamau,49.9168,-74.3659,8.79,71,100,6.69,CA,1724859723
455,villa gesell,-37.2639,-56.973,12.09,69,29,4.84,AR,1724860106
456,santiago de cuba,20.0247,-75.8219,31.06,62,40,2.57,CU,1724860107
457,tafuna,-14.3358,-170.72,25.97,83,20,4.12,AS,1724860108
458,mount pleasant,32.7941,-79.8626,32.21,74,0,2.57,US,1724859589
459,zhangjiajie,29.1294,110.4783,22.58,91,20,0.62,CN,1724860110
460,new glasgow,45.5834,-62.6486,19.88,63,94,5.08,CA,1724860111
461,tazacorte,28.629,-17.9293,25.64,75,75,6.69,ES,1724860112
462,andkhoy,36.9529,65.1238,28.55,16,0,6.95,AF,1724860113
463,yeraliyev,43.2,51.65,28.59,23,0,6.02,KZ,1724860114
464,alotau,-10.3069,150.4462,22.98,95,19,1.79,PG,1724860115
465,zarghun shahr,32.8473,68.4457,21.38,59,9,6.95,AF,1724860117
466,biguacu,-27.4942,-48.6556,18.45,83,44,2.26,BR,1724860118
467,summerside,46.3959,-63.7876,21.07,88,100,8.75,CA,1724860119
468,taoudenni,22.6783,-3.9836,46.23,8,33,2.04,ML,1724860120
469,lodhran,29.5405,71.6336,27.96,78,100,4.99,PK,1724860116
470,newport,51.5877,-2.9984,20.06,89,100,4.0,GB,1724860122
471,bozkurt,41.9577,34.0109,21.9,78,12,2.58,TR,1724860123
472,viedma,-40.8135,-62.9967,15.31,46,99,6.46,AR,1724860025
473,port shepstone,-30.7414,30.455,17.57,54,100,5.32,ZA,1724860125
474,saudarkrokur,65.7461,-19.6394,7.79,93,100,3.58,IS,1724860127
475,catbalogan,11.85,124.9167,25.37,90,100,0.53,PH,1724860128
476,nouadhibou,20.931,-17.0347,30.99,51,42,7.2,MR,1724860129
477,kaoma,-14.7833,24.8,27.86,9,18,1.94,ZM,1724860130
478,weno,7.4515,151.8468,26.97,94,100,1.54,FM,1724860131
479,sheki,41.1919,47.1706,26.43,29,0,4.33,AZ,1724860132
480,mumford,5.2618,-0.759,24.7,83,96,5.15,GH,1724860133
481,chos malal,-37.3781,-70.2709,10.97,42,0,0.49,AR,1724860134
482,ta`u,-14.2336,-169.5144,25.38,83,29,4.0,AS,1724860135
483,bathsheba,13.2167,-59.5167,31.34,74,40,5.66,BB,1724860136
484,new norfolk,-42.7826,147.0587,8.29,97,100,4.9,AU,1724860077
485,kidal,18.4411,1.4078,31.58,48,98,4.9,ML,1724860139
486,las lajitas,-24.6833,-64.25,23.7,22,84,4.91,AR,1724860140
487,poronaysk,49.2167,143.1167,15.18,97,82,2.09,RU,1724860141
488,izberbash,42.5696,47.8645,25.25,74,81,5.23,RU,1724860142
489,mccomb,31.2438,-90.4531,33.9,62,0,2.57,US,1724860143
490,marshalltown,42.0494,-92.908,23.06,94,100,2.57,US,1724859875
491,ugoofaaru,5.6667,73.0,28.44,77,95,2.59,MV,1724860145
492,boende,-0.2167,20.8667,30.89,48,65,3.54,CD,1724860146
493,marrakesh,31.6315,-8.0083,33.04,35,20,2.57,MA,1724860147
494,colachel,8.1667,77.25,26.58,91,100,1.34,IN,1724860149
495,le morne-rouge,14.7667,-61.1333,29.76,71,98,3.67,MQ,1724860150
496,sciacca,37.5082,13.0881,25.88,60,73,3.48,IT,1724860151
497,dampit,-8.2116,112.7493,18.77,93,65,1.39,ID,1724860152
498,geraldton,-28.7667,114.6,19.23,88,100,4.63,AU,1724860153
499,bruntal,49.9884,17.4647,26.73,65,14,1.8,CZ,1724860154
500,sassandra,4.95,-6.0833,24.55,84,99,4.06,CI,1724860155
501,liwale,-9.7667,37.9333,26.26,59,65,4.24,TZ,1724860156
502,emporia,38.4039,-96.1817,28.11,65,40,3.09,US,1724860157
503,carahue,-38.7,-73.1667,12.02,52,16,1.35,CL,1724860158
504,nova sintra,14.8667,-24.7167,27.14,80,64,2.76,CV,1724860160
505,kalengwa,-13.4659,25.0027,27.33,11,10,1.92,ZM,1724860161
506,senador guiomard,-10.1522,-67.7392,38.74,21,2,0.5,BR,1724860162
507,canutama,-6.5339,-64.3831,38.3,22,0,1.58,BR,1724860163
508,namibe,-15.1961,12.1522,19.1,79,20,4.55,AO,1724860164
509,n'zeto,-7.2312,12.8666,22.97,78,70,4.92,AO,1724860166
510,lorengau,-2.0226,147.2712,28.02,75,48,5.49,PG,1724860168
511,krasnyy chikoy,50.3643,108.7512,12.21,95,30,1.0,RU,1724860169
512,flin flon,54.7682,-101.865,16.91,72,75,5.14,CA,1724860170
513,dubovka,49.0583,44.829,24.48,34,88,4.3,RU,1724860171
514,ancud,-41.8697,-73.8203,10.1,59,0,1.54,CL,1724860172
515,wesley,15.5667,-61.3167,31.1,89,75,3.09,DM,1724860173
516,kill devil hills,36.0307,-75.676,30.55,70,75,3.09,US,1724860174
517,rokytne,51.2796,27.214,28.8,34,2,2.67,UA,1724860175
518,karachi,24.9056,67.0822,26.9,83,75,2.57,PK,1724859637
519,floro,61.5996,5.0328,16.98,77,75,6.69,NO,1724860177
520,celestun,20.8667,-90.4,31.42,55,98,0.12,MX,1724860179
521,ustyuzhna,58.8394,36.4321,18.38,55,60,1.95,RU,1724860180
522,greytown,-29.0642,30.5928,10.81,91,81,2.46,ZA,1724860181
523,nuku'alofa,-21.1333,-175.2,18.19,94,40,0.0,TO,1724860182
524,punta del este,-34.9667,-54.95,18.06,87,0,2.06,UY,1724860183
525,anar darah,32.7587,61.654,30.66,13,0,17.88,AF,1724860184
526,howrah,22.5892,88.3103,30.0,79,40,1.54,IN,1724860185
527,suntar,62.1444,117.6319,8.91,68,100,2.04,RU,1724860186
528,saint-louis,16.3333,-15.0,39.16,29,100,4.22,SN,1724860187
529,phan rang-thap cham,11.5667,108.9833,26.61,83,100,1.41,VN,1724860188
530,basco,20.4487,121.9702,29.29,79,46,5.84,PH,1724860190
531,happy valley-goose bay,53.3168,-60.3315,18.17,52,40,6.69,CA,1724859766
532,bandar seri begawan,4.9403,114.9481,25.99,83,75,1.03,BN,1724860193
533,alesund,62.4723,6.1549,18.89,88,75,3.09,NO,1724859910
534,broken hill,-31.95,141.4333,10.19,60,0,3.51,AU,1724860195
535,sarkisla,39.3519,36.4098,24.75,40,21,2.79,TR,1724860196
536,vanimo,-2.6741,141.3028,25.57,93,60,2.27,PG,1724859647
537,bridlington,54.0831,-0.1919,22.96,69,100,5.08,GB,1724860114
538,massawa,15.6097,39.45,33.05,57,100,4.12,ER,1724860200
539,gouyave,12.1646,-61.7296,30.43,74,20,6.17,GD,1724860201
540,novodvinsk,64.4165,40.8122,14.86,64,93,1.49,RU,1724860202
541,abbeville,50.1,1.8333,29.71,36,53,4.12,FR,1724859974
542,igunga,-4.2833,33.8833,28.9,35,72,3.09,TZ,1724860205
543,la ronge,55.1001,-105.2842,19.14,63,40,4.12,CA,1724860206
544,bandar abbas,27.1865,56.2808,34.99,75,1,4.12,IR,1724860207
545,jining,35.405,116.5814,21.81,90,37,1.4,CN,1724860208
546,likasi,-10.9814,26.7333,26.5,22,5,1.91,CD,1724860209
547,montepuez,-13.1256,38.9997,27.7,50,100,3.46,MZ,1724860211
548,san luis de la loma,17.2706,-100.8939,29.86,69,80,2.38,MX,1724860212
549,veraval,20.9,70.3667,26.82,84,100,11.45,IN,1724860213
550,whakatane,-37.9585,176.9854,10.28,99,100,1.03,NZ,1724860214
551,kargil,34.5667,76.1,11.9,59,87,3.52,IN,1724860215
552,runing,33.0011,114.3542,23.29,86,97,2.97,CN,1724860216
553,pineville,31.3224,-92.4343,33.29,63,0,2.06,US,1724860075
554,kathu,7.9178,98.3332,27.61,89,100,6.08,TH,1724860218
555,coronel vivida,-25.9797,-52.5678,24.05,25,50,1.94,BR,1724860219
556,santa marta,11.2408,-74.199,29.03,84,20,1.03,CO,1724860221
557,rabo de peixe,37.8,-25.5833,26.73,50,20,6.17,PT,1724860222
558,peace river,56.2501,-117.286,12.59,87,0,3.09,CA,1724860223
559,lautoka,-17.6167,177.4667,16.92,82,20,1.03,FJ,1724860224
560,tehachapi,35.1322,-118.449,24.37,38,0,0.45,US,1724859962
561,arrifes,37.7667,-25.7,26.14,50,20,6.17,PT,1724860226
562,kati,12.7441,-8.0726,27.67,72,99,4.4,ML,1724860227
563,santa ana,33.7456,-117.8678,20.69,84,100,2.57,US,1724859918
564,beitbridge,-22.2167,30.0,30.93,10,0,3.39,ZW,1724860229
565,kapa'a,22.0752,-159.319,22.28,81,21,4.17,US,1724860230
566,plymouth,41.8334,-70.8328,29.97,70,40,7.2,US,1724859965
567,pudozh,61.8099,36.5345,16.8,61,90,2.24,RU,1724860233
568,melekeok village,7.4957,134.6367,25.31,94,100,3.09,PW,1724860234
569,al jawf,29.5,38.75,34.61,18,7,5.12,SA,1724860235
570,dalgopol,43.05,27.35,20.94,80,99,3.78,BG,1724860236
571,brookings,44.3114,-96.7984,23.58,94,0,4.54,US,1724860237
572,zhytkavichy,52.2168,27.8561,28.26,38,2,3.43,BY,1724860238
573,guerrero negro,27.9769,-114.0611,22.94,68,0,4.7,MX,1724860239
574,dom pedro,-4.4833,-44.45,36.61,23,73,2.36,BR,1724860217
575,nieuw amsterdam,5.8833,-55.0833,27.01,83,40,3.09,SR,1724860241
